IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,FinalDescription,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode
153455-10112016,10/11/2016 15:57,2016,2016/17,Special Service,1,2,326,652,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,TWO PERSONS NOT BEEN OUT FOR 38 YEARS - ONE CHAIR BOUND - POSSIBLY HEAVY PATIENT AND ONE WITH SEVERE,E05000215,BLACKHEATH WESTCOMBE,E09000011,GREENWICH,East Greenwich,SE3
155192-14112016,14/11/2016 08:45,2016,2016/17,Special Service,1,1,326,326,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST  AMB WITH HEAVY PATIENT,E05000449,NEW CROSS,E09000023,LEWISHAM,New Cross,SE14
156829-18112016,18/11/2016 05:40,2016,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT IN CARDIAC ARREST -  ACCESS VIA ASH ROAD ABOVE DOUBLE GLAZING SHOP,E05000563,STONECOT,E09000029,SUTTON,Sutton,SM3
157669-19112016,19/11/2016 20:22,2016,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT STUCK IN BATH  LAS ON SCENE,E05000131,CANTELOWES,E09000007,CAMDEN,Kentish Town,NW5
159729-24112016,24/11/2016 11:21,2016,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ELDERLY PERSON COLLAPSED  TO ASSIST POLICE WITH FIRST AID,E05000145,WEST HAMPSTEAD,E09000007,CAMDEN,West Hampstead,NW6
164464-03122016,03/12/2016 22:56,2016,2016/17,Special Service,1,1,326,326,Train station - concourse ,Non Residential,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO - RESPOND TO 48 YR OLD MALE BREATHING BUT UNCONSCIOUS,E05000477,CANNING TOWN NORTH,E09000025,NEWHAM,Plaistow,E15
166917-09122016,09/12/2016 00:31,2016,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,"CO-RESPOND TO A 60 YEAR OLD MALE, UNCONSCIOUS AND NOT BREATHING",E05000458,CRICKET GREEN,E09000024,MERTON,Mitcham,CR4
169256-14122016,14/12/2016 05:46,2016,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS LIFTING  HEAVY PATIENT FLAT 43 PATIENT IS 40 STONE PLUS WITH LIFE THREATENING CONDITION,E05000225,PENINSULA,E09000011,GREENWICH,East Greenwich,SE10
169632-14122016,14/12/2016 21:37,2016,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Advice Only,Advice given only,PERSON STUCK IN CHAIR,E05000115,CRAY VALLEY WEST,E09000006,BROMLEY,Orpington,BR5
169635-14122016,14/12/2016 21:43,2016,2016/17,Special Service,1,2,326,652,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS IN REMOVAL OF PATIENT 30 STONE MALE IN CARDIAC ARREST - TOP FLOOR - LAS ON SCENE,E05011222,Crayford,E09000004,BEXLEY,Bexley,DA1
172450-21122016,21/12/2016 17:54,2016,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPONSE TO 85 YEAR OLD FEMALE UNCONCIOUS FOLLOWING A FALL OR CARDIAC ARREST,E05000617,LATCHMERE,E09000032,WANDSWORTH,Battersea,SW11
172461-21122016,21/12/2016 18:43,2016,2016/17,Special Service,1,1,326,326,Hospital ,Non Residential,1,Removal of objects from people,Removal of objects from people - Other object,ASSIST WITH CUTTING HEAVY CHAIN FROM PATIENTS NECK    SECURITY ARE WITH HIM,E05000135,HAMPSTEAD TOWN,E09000007,CAMDEN,Kentish Town,NW3
173619-24122016,24/12/2016 13:47,2016,2016/17,Special Service,1,1,326,326,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,FULL EMERGENCY  OVERWEIGHT LANDING  ETA 1405  AMERICAN AIRLINES BOEING 767-300,E05000331,HEATHROW VILLAGES,E09000017,HILLINGDON,Heathrow,TW19
173850-24122016,24/12/2016 22:56,2016,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS REMOVE PATIENT NOT BARIATRIC DIFFICULT ACCESS BASKET STRETCHER REQUESTED FROM SCENE,E05000469,RAYNES PARK,E09000024,MERTON,Wimbledon,SW20
176343-30122016,30/12/2016 20:43,2016,2016/17,Special Service,1,1,326,326,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT 29 PLUS STONE LIFE THREATENING,E05000132,FORTUNE GREEN,E09000007,CAMDEN,West Hampstead,NW2
000052-01012017,01/01/2017 00:53,2017,2016/17,Special Service,1,1,326,326,Pub/wine bar/bar ,Non Residential,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,RUNNING CALL ASSIST LAS WITH PATEINT EXTRACTION,E05000425,LARKHALL,E09000022,LAMBETH,Clapham,SW9
000730-02012017,02/01/2017 12:56,2017,2016/17,Special Service,2,3,326,978,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Making Safe (not RTC),Making safe (not RTC) - Removal/retrieval of dead body ,ASSIST POLICE WITH REMOVAL OF HEAVY DECEASED PERSON RVP DARTMOUTH PARK RD JUNC MAGDALA RD,E05000137,HIGHGATE,E09000007,CAMDEN,Kentish Town,N19
001078-03012017,03/01/2017 10:01,2017,2016/17,Special Service,1,2,326,652,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT  WEAKENED STAIRCASE HAMPERING REMOVAL ALP REQUESTED FROM SCENE,E05011108,Nunhead & Queen's Road,E09000028,SOUTHWARK,New Cross,SE15
004584-11012017,11/01/2017 13:59,2017,2016/17,Special Service,1,2,326,652,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,"ASSIST LAS WITH REMOVAL OF BARIATRIC PATIENT WAS IN CARDIAC ARREST, NOW HAS A PULSE, STILL UNCONSCIO",E05000449,NEW CROSS,E09000023,LEWISHAM,Deptford,SE8
005436-13012017,13/01/2017 16:12,2017,2016/17,Special Service,1,2,326,652,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO MALE 45 YEARS OF AGE CARDIAC ARREST,E05000432,STREATHAM WELLS,E09000022,LAMBETH,Tooting,SW16
007113-17012017,17/01/2017 19:52,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO 72 YEAR OLD MALE NOT CONSCIOUS NOT BREATHING,E05000433,THORNTON,E09000022,LAMBETH,Tooting,SW12
012886-30012017,30/01/2017 19:57,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000449,NEW CROSS,E09000023,LEWISHAM,New Cross,SE14
015248-05022017,05/02/2017 20:42,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ELDERLY MAN FALLEN IN PORCH AND UNABLE TO GET OUT,E05000312,HAROLD WOOD,E09000016,HAVERING,Harold Hill,RM3
018556-13022017,13/02/2017 16:05,2017,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO REMOVE PATIENT FROM 3RD FLOOR - PATIENT IN CARDIAC ARREST,E05009385,STOKE NEWINGTON,E09000012,HACKNEY,Stoke Newington,N16
018843-14022017,14/02/2017 11:53,2017,2016/17,Special Service,1,1,326,326,Nursing/Care Home/Hospice,Other Residential,1,Other Transport incident,Transport incident - Stand by - no action,ROOM 3 - MALE RECALLED TO HOSPITAL - BARIATRIC 30 STONE - MENTAL HEALTH SERVICES HAVE A WARRANT FOR ,E05011244,Goodmayes,E09000026,REDBRIDGE,Ilford,IG3
019590-16022017,16/02/2017 09:20,2017,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST POLICE AND AMB TO GAIN ENTRY  ELDERLY WOMAN FALLEN FROM CHAIR WEIGHS 25 STONE,E05000435,TULSE HILL,E09000022,LAMBETH,Brixton,SW2
023482-24022017,24/02/2017 19:58,2017,2016/17,Special Service,1,1,326,326,Road surface/pavement ,Outdoor,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO 40 YR OLD MALE NOT CONSCIOUS NOT BREATHING - JUNCTION WITH BRIXTON ROAD,E05000420,COLDHARBOUR,E09000022,LAMBETH,Brixton,SW9
023554-25022017,25/02/2017 00:51,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON STUCK IN WHEELCHAIR OUTSIDE  .,E05000283,WHITE HART LANE,E09000014,HARINGEY,Tottenham,N17
027494-06032017,06/03/2017 11:15,2017,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF PATIENT FROM GROUND FLOOR FLAT CALLER STATES BARIATRIC PATIENT SUFFERING ,E05000458,CRICKET GREEN,E09000024,MERTON,Mitcham,CR4
029147-10032017,10/03/2017 14:19,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,90 YEAR OLD HEAVY FEMALE STUCK IN BATH    LAS BEING REQUESTED,E05000329,EASTCOTE AND EAST RUISLIP,E09000017,HILLINGDON,Ruislip,HA5
033583-20032017,20/03/2017 12:07,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS GAIN ENTRY - PATIENT TO BE REMOVED TO HOSPITAL BUT PROPERTY HAS SERIOUS HOARDING ISSUE,E05000278,SEVEN SISTERS,E09000014,HARINGEY,Tottenham,N15
036615-27032017,27/03/2017 13:23,2017,2016/17,Special Service,1,1,326,326,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000455,ABBEY,E09000024,MERTON,Wimbledon,SW19
038152-30032017,30/03/2017 17:49,2017,2016/17,Special Service,1,1,326,326,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH GAINING ENTRY TO METAL SECURITY DOOR 84 YR OLD FEMALE COLLAPSED BEHIND THE DOOR,E05009367,BROWNSWOOD,E09000012,HACKNEY,Stoke Newington,N4
039524-02042017,02/04/2017 12:11,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO FREE PATIENT WEDGED IN A CHAIR - APPROX 27 STONE  FLAT 5 LAS ON SCENE,E05000448,LEWISHAM CENTRAL,E09000023,LEWISHAM,Lewisham,SE13
040860-05042017,05/04/2017 05:15,2017,2017/18,Special Service,1,2,328,656,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,LAS CORESPOND 64 YEAR OLD MALE CARDIAC ARREST NOT BREATHING,E05000611,BEDFORD,E09000032,WANDSWORTH,Tooting,SW17
044779-12042017,12/04/2017 00:21,2017,2017/18,Special Service,1,1,328,328,Train station - platform (below ground) ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH 60 YEAR OLD MALE FALLEN DOWN STAIRS   REQUESTED BRIGADE TO HELP LIFT PATIENT UP 20 S,E05000425,LARKHALL,E09000022,LAMBETH,Clapham,SW4
045059-12042017,12/04/2017 15:14,2017,2017/18,Special Service,1,1,328,328,Fence,Outdoor Structure,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH INJURED PERSON BEHIND LOCKED FENCE   BEHIND CEMETERY   NEAR TURKEY BROOK,E05000195,CHASE,E09000010,ENFIELD,Enfield,EN2
045955-14042017,14/04/2017 10:24,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ELDERLY FEMALE STUCK IN CHAIR HAS MS DECLINED AMB PLS REQUEST IF NEEDED ON ARRIVAL,E05009319,BOW EAST,E09000030,TOWER HAMLETS,Bethnal Green,E3
046284-14042017,14/04/2017 23:34,2017,2017/18,Special Service,1,1,328,328,Road surface/pavement ,Outdoor,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO 16 YEAR OLD FEMALE UNCONSCIOUS NOT BREATHING OS DLR STN,E05000492,STRATFORD AND NEW TOWN,E09000025,NEWHAM,Stratford,E15
051082-24042017,24/04/2017 14:03,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON LOCKED IN BEDROOM CALLED BY GP,E05000145,WEST HAMPSTEAD,E09000007,CAMDEN,West Hampstead,NW6
053353-29042017,29/04/2017 08:11,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO 86 YEAR OLD MALE NOT CONSCIOUS NOT BREATHING,E05000430,STREATHAM HILL,E09000022,LAMBETH,West Norwood,SW2
056533-06052017,06/05/2017 09:11,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH REMOVAL OF HEAVY PATIENT SUFFERING CARDIAC ARREST,E05011113,Rye Lane,E09000028,SOUTHWARK,Peckham,SE15
058820-10052017,10/05/2017 21:36,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND FEMALE 92 YEAR OLD NOT BREATHING AND UNCNSCIOUS  FEMALE ALSO COLLAPSED IN TOILET,E05000473,WEST BARNES,E09000024,MERTON,New Malden,SW20
065363-24052017,24/05/2017 13:59,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,CONSTRUCTION SITE NEXT TO ADDRESS ASSIST LAS WITH HEAVY PATIENT - DIFFICULT REMOVAL IN PORTABIN AT A,E05009400,PEMBRIDGE,E09000020,KENSINGTON AND CHELSEA,Kensington,W11
067908-28052017,28/05/2017 16:14,2017,2017/18,Special Service,1,2,328,656,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,CO RESPOND TO FEMALE AGED 67 YEARS NOT CONSCIOUS NOT BREATHING SUFFERING CARDIAC ARREST,E05000627,WANDSWORTH COMMON,E09000032,WANDSWORTH,Tooting,SW18
069790-01062017,01/06/2017 13:31,2017,2017/18,Special Service,1,1,328,328,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,FULL EMERGENCY   AMERICAN AIRLINES  BOEING 767300 AIRCRAFT WILL BE OVERWEIGHT AND FAST ON LANDING ET,E05000331,HEATHROW VILLAGES,E09000017,HILLINGDON,Heathrow,TW6
071581-04062017,04/06/2017 18:39,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT SUFFERING CARDIAC ARREST,E05000376,JUNCTION,E09000019,ISLINGTON,Holloway,N19
072925-07062017,07/06/2017 18:26,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH  HEAVY PATIENT  LAS STATE THERE IS A RISK TO LIFE,E05000031,EASTBURY,E09000002,BARKING AND DAGENHAM,Barking,IG11
080373-20062017,20/06/2017 00:02,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,BARIATRIC PATIENT 62 YEAR OLD FEMALE  35 STONE TO ASSIST LAS,E05011228,Northumberland Heath,E09000004,BEXLEY,Erith,DA8
082533-23062017,23/06/2017 14:19,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST LAS WITH PERSON FITTING IN LOFT,E05000591,CATHALL,E09000031,WALTHAM FOREST,Leytonstone,E15
083879-25062017,25/06/2017 17:13,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH DISABLED MAN FALLEN FROM WHEELCHAIR,E05011221,Blendon & Penhill,E09000004,BEXLEY,Sidcup,DA15
086046-29062017,29/06/2017 01:33,2017,2017/18,Special Service,1,1,328,328,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST POLICE AND CORONER WITH REMOVAL OF HEAVY DECEASED PERSON - IN AGREEMENT WITH DUTY ILO,E05000369,CANONBURY,E09000019,ISLINGTON,Islington,N1
088442-03072017,03/07/2017 17:24,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS RETRIEVING CARDIAC ARREST PATIENT,E05000057,MILL HILL,E09000003,BARNET,Mill Hill,NW7
097948-19072017,19/07/2017 18:43,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Chest pain/Cardiac arrest/Heart condition,ASSIST LAS WITH REMOVAL OF BARIATRIC PATIENT SUFFERING CARDIAC ARREST,E05000114,CRAY VALLEY EAST,E09000006,BROMLEY,Orpington,BR5
100401-25072017,25/07/2017 00:19,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,"CO-RESPOND TO 48 YEAR OLD MALE - NOT CONSCIOUS, NOT BREATHING - CARDIAC ARREST OR RESPIRATORY",E05000469,RAYNES PARK,E09000024,MERTON,New Malden,SW20
103906-01082017,01/08/2017 13:36,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVING PATIENT FROM HOUSE,E05000316,MAWNEYS,E09000016,HAVERING,Romford,RM7
106251-06082017,06/08/2017 14:35,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,"RUNNING CALL GENTLEMAN COLLAPSED IN SHED  E421 BIGGIN HILL ATTENDING, LAS ON SCENE, NO FURTHER BRIGA",E05000107,BIGGIN HILL,E09000006,BROMLEY,Biggin Hill,TN16
106739-07082017,07/08/2017 13:51,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT - RISK TO LIFE LAS ON SCENE,E05000442,DOWNHAM,E09000023,LEWISHAM,Bromley,BR1
118295-01092017,01/09/2017 13:34,2017,2017/18,Special Service,1,3,328,984,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT - LINE OPS LEVEL 2 IMPLEMENTED,E05000628,WEST HILL,E09000032,WANDSWORTH,Wandsworth,SW15
128694-23092017,23/09/2017 20:45,2017,2017/18,Special Service,1,1,328,328,Bus/coach ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,AT JO STREATHAM HIGH ROAD ASSIST LAS WITH REMOVING  A PATIENT UNCONCIOUS ON TOP DECK OF BUS,E05000428,ST. LEONARD'S,E09000022,LAMBETH,Tooting,SW16
129069-24092017,24/09/2017 16:15,2017,2017/18,Special Service,1,1,328,328,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS GAINING ACCESS TO INJURED PATIENT FALLEN IN LOFT SPACE,E05000211,TURKEY STREET,E09000010,ENFIELD,Enfield,EN1
131956-30092017,30/09/2017 22:23,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH 36.5 STONE PATIENT  FLAT  28    ACCESS VIA GARAGE AT REAR - AMBULANCE ON SCENE,E05000570,WALLINGTON SOUTH,E09000029,SUTTON,Wallington,SM6
133369-04102017,04/10/2017 04:52,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT IN CARDIAC ARREST,E05000278,SEVEN SISTERS,E09000014,HARINGEY,Tottenham,N15
133999-05102017,05/10/2017 14:33,2017,2017/18,Special Service,1,1,328,328,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL TO ASSISTING LAS CREWS TRANSPORTING PATIENT DOWNSTAIRS   G362 IN ATTENDANCE   NO FURTHE,E05000265,WORMHOLT AND WHITE CITY,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W12
